,Rk,Player,Pos,ATOI,Team,Year
32,33.0,Chris Thorburn,RW,1:52,Team1,2019
33,,Team Total,,,Team1,2019
0,1.0,Brad Marchand,LW,19:37,Team2,2019
1,2.0,David Pastrnak,RW,18:45,Team2,2019
2,3.0,Patrice Bergeron,C,18:28,Team2,2019
3,4.0,David Krejci,C,17:41,Team2,2019
4,5.0,Torey Krug,D,21:18,Team2,2019
5,6.0,Jake Debrusk,LW,16:10,Team2,2019
6,7.0,Danton Heinen,C,13:58,Team2,2019
7,8.0,Charlie McAvoy,D,22:10,Team2,2019
8,9.0,Sean Kuraly,C,13:46,Team2,2019
9,10.0,David Backes,C,13:02,Team2,2019
10,11.0,Chris Wagner,C,13:27,Team2,2019
11,12.0,Matt Grzelcyk,D,19:08,Team2,2019
12,13.0,Noel Acciari,C,12:59,Team2,2019
13,14.0,Zdeno Chara,D,21:05,Team2,2019
14,15.0,John Moore,D,18:46,Team2,2019
15,16.0,Joakim Nordstrom,C,13:29,Team2,2019
16,17.0,Brandon Carlo,D,20:55,Team2,2019
17,18.0,Ryan Donato,C,12:30,Team2,2019
18,19.0,Jakob Forsbacka Karlsson,C,11:48,Team2,2019
19,20.0,Kevan Miller,D,17:45,Team2,2019
20,21.0,Peter Cehlarik,LW,12:36,Team2,2019
21,22.0,Steven Kampfer,D,14:38,Team2,2019
22,23.0,Charlie Coyle,C,15:59,Team2,2019
23,24.0,Karson Kuhlman,C,12:09,Team2,2019
24,25.0,Colby Cave,C,13:11,Team2,2019
25,26.0,Jaroslav Halak,G,57:42,Team2,2019
26,27.0,Anders Bjork,LW,11:48,Team2,2019
27,28.0,Marcus Johansson,C,13:25,Team2,2019
28,29.0,Tuukka Rask,G,57:17,Team2,2019
29,30.0,Jeremy Lauzon,D,15:32,Team2,2019
30,31.0,Zachary Senyshyn,RW,11:36,Team2,2019
31,32.0,Connor Clifton,D,17:42,Team2,2019
32,33.0,Anton Blidh,LW,13:46,Team2,2019
33,34.0,Paul Carey,C,14:25,Team2,2019
34,35.0,Trent Frederic,C,9:24,Team2,2019
35,36.0,Gemel Smith,C,10:00,Team2,2019
36,37.0,Lee Stempniak,RW,7:49,Team2,2019
37,38.0,Urho Vaakanainen,D,9:06,Team2,2019
38,39.0,Jakub Zboril,D,10:56,Team2,2019
39,,Team Total,,,Team2,2019
